Type Designator,Manufacturer,Model,Description,Engine Type,Engine Count,WTC
G1,G1 AVIATION,G-1 Spyl,LandPlane,Piston,1,L
G1,G1 AVIATION,Gélinotte,LandPlane,Piston,1,L
G1,G1 AVIATION,Goéland,LandPlane,Piston,1,L
G1,G1 AVIATION,Grive,LandPlane,Piston,1,L
G1,G1 AVIATION,Spyl,LandPlane,Piston,1,L
NOMA,GAF,Floatmaster,LandPlane,Turboprop/Turboshaft,2,L
NOMA,GAF,Missionmaster,LandPlane,Turboprop/Turboshaft,2,L
NOMA,GAF,N-2 Nomad,LandPlane,Turboprop/Turboshaft,2,L
NOMA,GAF,N-22 Floatmaster,LandPlane,Turboprop/Turboshaft,2,L
NOMA,GAF,N-22 Missionmaster,LandPlane,Turboprop/Turboshaft,2,L
F18H,GAF,ATF-18 Hornet,LandPlane,Jet,2,M
NOMA,GAF,N-22 Nomad,LandPlane,Turboprop/Turboshaft,2,L
NOMA,GAF,N-22 Searchmaster,LandPlane,Turboprop/Turboshaft,2,L
NOMA,GAF,N-24 Nomad,LandPlane,Turboprop/Turboshaft,2,L
NOMA,GAF,Nomad,LandPlane,Turboprop/Turboshaft,2,L
NOMA,GAF,Searchmaster,LandPlane,Turboprop/Turboshaft,2,L
F18H,GAF,AF-18 Hornet,LandPlane,Jet,2,M
F18H,GAF,Hornet,LandPlane,Jet,2,M
FLCO,GALILEO,Falco,LandPlane,Piston,1,L
GB1,GAME COMPOSITES,GB-1 GameBird,LandPlane,Piston,1,L
GB1,GAME COMPOSITES,GameBird,LandPlane,Piston,1,L
G44,GANNET,G-44 Super Widgeon,Amphibian,Piston,2,L
G44,GANNET,Super Widgeon,Amphibian,Piston,2,L
GY10,GARDAN,Bagheera,LandPlane,Piston,1,L
GY80,GARDAN,GY-80 Horizon,LandPlane,Piston,1,L
GY10,GARDAN,GY-100 Bagheera,LandPlane,Piston,1,L
GY80,GARDAN,Horizon,LandPlane,Piston,1,L
CP30,GARLAND,Linnet,LandPlane,Piston,1,L
MEL2,GARRISON,Melmoth 2,LandPlane,Piston,1,L
AG02,GATARD,AG-02 Poussin,LandPlane,Piston,1,L
AG02,GATARD,Poussin,LandPlane,Piston,1,L
LJ24,GATES LEARJET,24,LandPlane,Jet,2,L
LJ25,GATES LEARJET,25,LandPlane,Jet,2,L
LJ28,GATES LEARJET,28,LandPlane,Jet,2,L
LJ28,GATES LEARJET,29,LandPlane,Jet,2,L
LJ31,GATES LEARJET,31,LandPlane,Jet,2,M
LJ35,GATES LEARJET,35,LandPlane,Jet,2,M
LJ35,GATES LEARJET,36,LandPlane,Jet,2,M
LJ55,GATES LEARJET,55,LandPlane,Jet,2,M
LJ35,GATES LEARJET,C-21,LandPlane,Jet,2,M
LJ35,GATES LEARJET,R-35,LandPlane,Jet,2,M
LJ35,GATES LEARJET,RC-35,LandPlane,Jet,2,M
LJ35,GATES LEARJET,RC-36,LandPlane,Jet,2,M
LJ35,GATES LEARJET,U-36,LandPlane,Jet,2,M
LJ35,GATES LEARJET,UC-35,LandPlane,Jet,2,M
LJ35,GATES LEARJET,UC-36,LandPlane,Jet,2,M
GAVI,GAVILAN,EL-1 Gavilan 358,LandPlane,Piston,1,L
GAVI,GAVILAN,Gavilan 358,LandPlane,Piston,1,L
G180,GENERAL AIRCRAFT,G1-80 Skyfarer,LandPlane,Piston,1,L
G180,GENERAL AIRCRAFT,Skyfarer,LandPlane,Piston,1,L
Q1,GENERAL ATOMICS,MQ-1 Predator,LandPlane,Piston,1,L
Q1,GENERAL ATOMICS,MQ-1 Warrior,LandPlane,Piston,1,L
Q1,GENERAL ATOMICS,RQ-1 Predator,LandPlane,Piston,1,L
Q1,GENERAL ATOMICS,MQ-1 Gray Eagle,LandPlane,Piston,1,L
Q1,GENERAL ATOMICS,Predator,LandPlane,Piston,1,L
Q1,GENERAL ATOMICS,Warrior,LandPlane,Piston,1,L
Q1,GENERAL ATOMICS,Grey Eagle,LandPlane,Piston,1,L
Q9,GENERAL ATOMICS,MQ-9 Reaper,LandPlane,Turboprop/Turboshaft,1,L
Q9,GENERAL ATOMICS,MQ-9 Predator B,LandPlane,Turboprop/Turboshaft,1,L
Q9,GENERAL ATOMICS,MQ-9 Guardian,LandPlane,Turboprop/Turboshaft,1,L
Q9,GENERAL ATOMICS,MQ-9 Ikhana,LandPlane,Turboprop/Turboshaft,1,L
Q9,GENERAL ATOMICS,Predator B,LandPlane,Turboprop/Turboshaft,1,L
Q9,GENERAL ATOMICS,Reaper,LandPlane,Turboprop/Turboshaft,1,L
Q9,GENERAL ATOMICS,Guardian,LandPlane,Turboprop/Turboshaft,1,L
Q9,GENERAL ATOMICS,Ikhana,LandPlane,Turboprop/Turboshaft,1,L
ARON,GENERAL AVIA,Airone,LandPlane,Piston,1,L
CNDR,GENERAL AVIA,Condor,LandPlane,Turboprop/Turboshaft,2,L
PICO,GENERAL AVIA,Delfino,LandPlane,Piston,1,L
PICO,GENERAL AVIA,F-15 Delfino,LandPlane,Piston,1,L
PICO,GENERAL AVIA,F-15 Picchio,LandPlane,Piston,1,L
PEGA,GENERAL AVIA,F-20 Pegaso,LandPlane,Piston,2,L
CNDR,GENERAL AVIA,F-20TP Condor,LandPlane,Turboprop/Turboshaft,2,L
PINO,GENERAL AVIA,F-22 Pinguino,LandPlane,Piston,1,L
PINO,GENERAL AVIA,F-22 Pinguino Sprint,LandPlane,Piston,1,L
ARON,GENERAL AVIA,F-220 Airone,LandPlane,Piston,1,L
PEGA,GENERAL AVIA,Pegaso,LandPlane,Piston,2,L
PICO,GENERAL AVIA,Picchio,LandPlane,Piston,1,L
PINO,GENERAL AVIA,Pinguino,LandPlane,Piston,1,L
PINO,GENERAL AVIA,Pinguino Sprint,LandPlane,Piston,1,L
F16,GENERAL DYNAMICS,Barak,LandPlane,Jet,1,M
F16,GENERAL DYNAMICS,Brakeet,LandPlane,Jet,1,M
F16,GENERAL DYNAMICS,F-16 Barak,LandPlane,Jet,1,M
F16,GENERAL DYNAMICS,F-16 Brakeet,LandPlane,Jet,1,M
F16,GENERAL DYNAMICS,F-16 Netz,LandPlane,Jet,1,M
F16,GENERAL DYNAMICS,Netz,LandPlane,Jet,1,M
F16,GENERAL DYNAMICS,NF-16 Fighting Falcon,LandPlane,Jet,1,M
F16,GENERAL DYNAMICS,TF-16 Fighting Falcon,LandPlane,Jet,1,M
F16,GENERAL DYNAMICS,F-16 Fighting Falcon,LandPlane,Jet,1,M
F16,GENERAL DYNAMICS,Fighting Falcon,LandPlane,Jet,1,M
TBM,GENERAL MOTORS,Avenger,LandPlane,Piston,1,M
WCAT,GENERAL MOTORS,FM Wildcat,LandPlane,Piston,1,L
TBM,GENERAL MOTORS,TBM Avenger,LandPlane,Piston,1,M
WCAT,GENERAL MOTORS,Wildcat,LandPlane,Piston,1,L
GPRO,GENEVATION,GenPro,LandPlane,Piston,1,L
M308,GERMAN BIANCO,MB-308,LandPlane,Piston,1,L
G200,GILES,G-200,LandPlane,Piston,1,L
G202,GILES,G-202,LandPlane,Piston,1,L
CP22,GILES,G-222,LandPlane,Piston,1,L
G300,GILES,G-300,LandPlane,Piston,1,L
GA10,GIPPSAERO,GA-10,LandPlane,Turboprop/Turboshaft,1,L
GA8,GIPPSAERO,GA-8 Airvan,LandPlane,Piston,1,L
GA8,GIPPSAERO,Airvan,LandPlane,Piston,1,L
GA8,GIPPSLAND,Airvan,LandPlane,Piston,1,L
GA20,GIPPSLAND,Fatman,LandPlane,Piston,1,L
GA8,GIPPSLAND,GA-8 Airvan,LandPlane,Piston,1,L
GA20,GIPPSLAND,GA-200 Fatman,LandPlane,Piston,1,L
GLST,GLASAIR,GlaStar,LandPlane,Piston,1,L
GLST,GLASAIR,Sportsman 2+2,LandPlane,Piston,1,L
GLAS,GLASAIR,Glasair,LandPlane,Piston,1,L
DG40,GLASER-DIRKS,DG-400,LandPlane,Piston,1,L
DG50,GLASER-DIRKS,DG-500M,LandPlane,Piston,1,L
DG60,GLASER-DIRKS,DG-600M,LandPlane,Piston,1,L
DG80,GLASER-DIRKS,DG-800,LandPlane,Piston,1,L
SG70,GLASS,SG-70 STOLGlass,LandPlane,Piston,1,L
SG70,GLASS,STOLGlass,LandPlane,Piston,1,L
SQ2T,GLASSIC,SQ-2000,LandPlane,Piston,1,L
UH1,GLOBAL,Huey 800,Helicopter,Turboprop/Turboshaft,1,L
GC1,GLOBE,GC-1 Swift,LandPlane,Piston,1,L
GC1,GLOBE,Swift,LandPlane,Piston,1,L
TOUR,GLOS AIR,Glos-Airtourer,LandPlane,Piston,1,L
GAUN,GLOSTER,Gauntlet,LandPlane,Piston,1,L
GLAD,GLOSTER,Gladiator,LandPlane,Piston,1,L
METR,GLOSTER,Meteor,LandPlane,Jet,2,M
PRET,GM&T,Pretty Flight,LandPlane,Piston,1,L
GOTR,GOAIR,GT-1 Trainer,LandPlane,Piston,1,L
GOTR,GOAIR,Trainer,LandPlane,Piston,1,L
AAT4,GOBOSH,G-700,LandPlane,Piston,1,L
VL3,GOBOSH,G-800,LandPlane,Piston,1,L
ONE,GOGETAIR,G-600,LandPlane,Piston,1,L
ONE,GOGETAIR,G-750T,LandPlane,Piston,1,L
F30,GOLDEN AVIO,F-30 Brio,LandPlane,Piston,1,L
F30,GOLDEN AVIO,Brio,LandPlane,Piston,1,L
F30,GOLDEN CAR,F-30 Brio,LandPlane,Piston,1,L
F30,GOLDEN CAR,Brio,LandPlane,Piston,1,L
TBR3,GOLDEN CIRCLE,T-Bird 2 Cargo,LandPlane,Piston,1,L
TBR3,GOLDEN CIRCLE,T-Bird 3,LandPlane,Piston,1,L
RF9,GOMOLZIG,RF-9,LandPlane,Piston,1,L
CORS,GOODYEAR,Corsair,LandPlane,Piston,1,M
CORS,GOODYEAR,FG Corsair,LandPlane,Piston,1,M
G2T1,GREAT LAKES,2T-1 Sport,LandPlane,Piston,1,L
G2T1,GREAT LAKES,2T-1 Sport Trainer,LandPlane,Piston,1,L
G2T1,GREAT LAKES,Sport,LandPlane,Piston,1,L
G2T1,GREAT LAKES,Sport Trainer,LandPlane,Piston,1,L
SRAI,GREAT PLAINS,Sonerai,LandPlane,Piston,1,L
CAMP,GREGA,Aircamper,LandPlane,Piston,1,L
CAMP,GREGA,GN-1 Aircamper,LandPlane,Piston,1,L
LION,GRIFFON,Lionheart,LandPlane,Piston,1,L
GRFN,GRIFFON AERO,Griffon,LandPlane,Piston,1,L
G800,GRINVALDS,G-801 Orion,LandPlane,Piston,1,L
G800,GRINVALDS,G-802 Orion,LandPlane,Piston,1,L
G800,GRINVALDS,Orion,LandPlane,Piston,1,L
G15T,GROB,Acro,LandPlane,Piston,1,L
G115,GROB,Bavarian,LandPlane,Piston,1,L
EGRT,GROB,D-500 Egrett 2,LandPlane,Turboprop/Turboshaft,1,L
EGRT,GROB,Egrett 2,LandPlane,Turboprop/Turboshaft,1,L
G103,GROB,G-103C Twin 3SL,LandPlane,Piston,1,L
G109,GROB,G-109,LandPlane,Piston,1,L
G109,GROB,G-109 Ranger,LandPlane,Piston,1,L
G109,GROB,G-109 Vigilant,LandPlane,Piston,1,L
G115,GROB,G-115,LandPlane,Piston,1,L
G115,GROB,G-115A,LandPlane,Piston,1,L
G115,GROB,G-115B,LandPlane,Piston,1,L
G115,GROB,G-115C,LandPlane,Piston,1,L
G115,GROB,G-115D,LandPlane,Piston,1,L
G115,GROB,G-115D Bavarian,LandPlane,Piston,1,L
G115,GROB,G-115D Heron,LandPlane,Piston,1,L
G115,GROB,G-115E,LandPlane,Piston,1,L
G115,GROB,G-115E Tutor,LandPlane,Piston,1,L
G15T,GROB,G-115T Acro,LandPlane,Piston,1,L
G120,GROB,G-120,LandPlane,Piston,1,L
G120,GROB,G-120 Snunit,LandPlane,Piston,1,L
G140,GROB,G-140TP,LandPlane,Turboprop/Turboshaft,1,L
G160,GROB,G-160 Ranger,LandPlane,Turboprop/Turboshaft,1,L
GSPN,GROB,G-180 SPn Utility Jet,LandPlane,Jet,2,L
EGRT,GROB,G-520 Strato 1,LandPlane,Turboprop/Turboshaft,1,L
GF20,GROB,GF-200,LandPlane,Piston,1,L
G115,GROB,Heron,LandPlane,Piston,1,L
G109,GROB,Ranger (G-109),LandPlane,Piston,1,L
G160,GROB,Ranger (G-160),LandPlane,Turboprop/Turboshaft,1,L
G120,GROB,Snunit,LandPlane,Piston,1,L
GSPN,GROB,SPn Utility Jet,LandPlane,Jet,2,L
EGRT,GROB,Strato 1,LandPlane,Turboprop/Turboshaft,1,L
G115,GROB,Tutor,LandPlane,Piston,1,L
G103,GROB,Twin 3SL,LandPlane,Piston,1,L
G109,GROB,Vigilant,LandPlane,Piston,1,L
G12T,GROB,G-120TP,LandPlane,Turboprop/Turboshaft,1,L
HAW3,GROEN,H2X Hawk 3,Gyrocopter,Piston,1,L
HAW3,GROEN,Hawk 3,Gyrocopter,Piston,1,L
HW4P,GROEN,Hawk 4,Gyrocopter,Piston,1,L
HW4T,GROEN,Jet Hawk 4T,Gyrocopter,Turboprop/Turboshaft,1,L
REV6,GROEN,Revcon 6G,Gyrocopter,Turboprop/Turboshaft,1,L
TRAL,GROPPO,Trail,LandPlane,Piston,1,L
G70,GROPPO,G-70,LandPlane,Piston,1,L
EAEA,GROSSO,Easy Eagle,LandPlane,Piston,1,L
WHIS,GROVE,GR-2 Whisper,LandPlane,Piston,1,L
WHIS,GROVE,Whisper,LandPlane,Piston,1,L
KTOO,GROVER,J-6 Karatoo,LandPlane,Piston,1,L
KTOO,GROVER,Karatoo,LandPlane,Piston,1,L
A6,GRUMMAN,A-6 Intruder,LandPlane,Jet,2,M
G159,GRUMMAN,Academe,LandPlane,Turboprop/Turboshaft,2,M
G164,GRUMMAN,Ag-Cat,LandPlane,Piston,1,L
U16,GRUMMAN,Albatross,Amphibian,Piston,2,M
V1,GRUMMAN,AO-1 Mohawk,LandPlane,Turboprop/Turboshaft,2,M
TBM,GRUMMAN,Avenger,LandPlane,Piston,1,M
BCAT,GRUMMAN,Bearcat,LandPlane,Piston,1,L
G96,GRUMMAN,C-1 Trader,LandPlane,Piston,2,M
C2,GRUMMAN,C-2 Greyhound,LandPlane,Turboprop/Turboshaft,2,M
GLF2,GRUMMAN,C-20J Gulfstream 2SP,LandPlane,Jet,2,M
E2,GRUMMAN,Daya,LandPlane,Turboprop/Turboshaft,2,M
E2,GRUMMAN,E-2 Daya,LandPlane,Turboprop/Turboshaft,2,M
E2,GRUMMAN,E-2 Hawkeye,LandPlane,Turboprop/Turboshaft,2,M
B703,GRUMMAN,E-8 J-Stars,LandPlane,Jet,4,H
A6,GRUMMAN,EA-6 Prowler,LandPlane,Jet,2,M
F3F,GRUMMAN,F3F Replica,LandPlane,Piston,1,L
WCAT,GRUMMAN,F4F Wildcat,LandPlane,Piston,1,L
HCAT,GRUMMAN,F6F Hellcat,LandPlane,Piston,1,L
TCAT,GRUMMAN,F7F Tigercat,LandPlane,Piston,2,M
BCAT,GRUMMAN,F8F Bearcat,LandPlane,Piston,1,L
F9F,GRUMMAN,F9F Panther,LandPlane,Jet,1,M
F14,GRUMMAN,F-14 Tomcat,LandPlane,Jet,2,M
F3F,GRUMMAN,G-11 Replica,LandPlane,Piston,1,L
G21,GRUMMAN,G-21A Goose,Amphibian,Piston,2,L
F3F,GRUMMAN,G-32 Replica,LandPlane,Piston,1,L
WCAT,GRUMMAN,G-36 Wildcat,LandPlane,Piston,1,L
G21,GRUMMAN,G-38 Goose,Amphibian,Piston,2,L
G21,GRUMMAN,G-39 Goose,Amphibian,Piston,2,L
TBM,GRUMMAN,G-40 Avenger,LandPlane,Piston,1,M
G44,GRUMMAN,G-44 Widgeon,Amphibian,Piston,2,L
HCAT,GRUMMAN,G-50 Hellcat,LandPlane,Piston,1,L
TCAT,GRUMMAN,G-51 Tigercat,LandPlane,Piston,2,M
BCAT,GRUMMAN,G-58 Bearcat,LandPlane,Piston,1,L
U16,GRUMMAN,G-64 Albatross,Amphibian,Piston,2,M
G73,GRUMMAN,G-73 Mallard,Amphibian,Piston,2,L
G73T,GRUMMAN,G-73T Turbo Mallard,Amphibian,Turboprop/Turboshaft,2,L
F9F,GRUMMAN,G-79 Panther,LandPlane,Jet,1,M
S2P,GRUMMAN,G-89 Tracker,LandPlane,Piston,2,M
G96,GRUMMAN,G-96 Trader,LandPlane,Piston,2,M
U16,GRUMMAN,G-111 Albatross,Amphibian,Piston,2,M
A6,GRUMMAN,G-128 Intruder,LandPlane,Jet,2,M
A6,GRUMMAN,G-128 Prowler,LandPlane,Jet,2,M
V1,GRUMMAN,G-134 Mohawk,LandPlane,Turboprop/Turboshaft,2,M
G159,GRUMMAN,G-159 Gulfstream 1,LandPlane,Turboprop/Turboshaft,2,M
G164,GRUMMAN,G-164 Ag-Cat,LandPlane,Piston,1,L
G164,GRUMMAN,G-164 Super Ag-Cat,LandPlane,Piston,1,L
G64T,GRUMMAN,G-164 Turbo Ag-Cat,LandPlane,Turboprop/Turboshaft,1,L
GLF2,GRUMMAN,G-1159 Gulfstream 2,LandPlane,Jet,2,M
GLF2,GRUMMAN,G-1159 Gulfstream 2SP,LandPlane,Jet,2,M
GLF2,GRUMMAN,G-1159B Gulfstream 2B,LandPlane,Jet,2,M
G21,GRUMMAN,Goose,Amphibian,Piston,2,L
C2,GRUMMAN,Greyhound,LandPlane,Turboprop/Turboshaft,2,M
G159,GRUMMAN,Gulfstream 1,LandPlane,Turboprop/Turboshaft,2,M
GLF2,GRUMMAN,Gulfstream 2,LandPlane,Jet,2,M
GLF2,GRUMMAN,Gulfstream 2B,LandPlane,Jet,2,M
GLF2,GRUMMAN,Gulfstream 2SP,LandPlane,Jet,2,M
E2,GRUMMAN,Hawkeye,LandPlane,Turboprop/Turboshaft,2,M
HCAT,GRUMMAN,Hellcat,LandPlane,Piston,1,L
U16,GRUMMAN,HU-16 Albatross,Amphibian,Piston,2,M
A6,GRUMMAN,Intruder,LandPlane,Jet,2,M
G44,GRUMMAN,J4F Widgeon,Amphibian,Piston,2,L
G21,GRUMMAN,JRF Goose,Amphibian,Piston,2,L
B703,GRUMMAN,J-Stars,LandPlane,Jet,4,H
A6,GRUMMAN,KA-6 Intruder,LandPlane,Jet,2,M
G73,GRUMMAN,Mallard,Amphibian,Piston,2,L
V1,GRUMMAN,Mohawk,LandPlane,Turboprop/Turboshaft,2,M
V1,GRUMMAN,OV-1 Mohawk,LandPlane,Turboprop/Turboshaft,2,M
S2P,GRUMMAN,P-16 Tracker,LandPlane,Piston,2,M
F9F,GRUMMAN,Panther,LandPlane,Jet,1,M
A6,GRUMMAN,Prowler,LandPlane,Jet,2,M
V1,GRUMMAN,RV-1 Mohawk,LandPlane,Turboprop/Turboshaft,2,M
S2P,GRUMMAN,S-2 Tracker,LandPlane,Piston,2,M
S2T,GRUMMAN,S-2 Turbo Tracker,LandPlane,Turboprop/Turboshaft,2,M
S2P,GRUMMAN,S2F Tracker,LandPlane,Piston,2,M
U16,GRUMMAN,SA-16 Albatross,Amphibian,Piston,2,M
G164,GRUMMAN,Super Ag-Cat,LandPlane,Piston,1,L
TBM,GRUMMAN,TBF Avenger,LandPlane,Piston,1,M
G159,GRUMMAN,TC-4 Academe,LandPlane,Turboprop/Turboshaft,2,M
E2,GRUMMAN,TE-2 Hawkeye,LandPlane,Turboprop/Turboshaft,2,M
G96,GRUMMAN,TF Trader,LandPlane,Piston,2,M
TCAT,GRUMMAN,Tigercat,LandPlane,Piston,2,M
F14,GRUMMAN,Tomcat,LandPlane,Jet,2,M
S2P,GRUMMAN,Tracker,LandPlane,Piston,2,M
G96,GRUMMAN,Trader,LandPlane,Piston,2,M
G64T,GRUMMAN,Turbo Ag-Cat,LandPlane,Turboprop/Turboshaft,1,L
G73T,GRUMMAN,Turbo Mallard,Amphibian,Turboprop/Turboshaft,2,L
S2T,GRUMMAN,Turbo Tracker,LandPlane,Turboprop/Turboshaft,2,M
U16,GRUMMAN,UF Albatross,Amphibian,Piston,2,M
G159,GRUMMAN,VC-4 Gulfstream 1,LandPlane,Turboprop/Turboshaft,2,M
GLF2,GRUMMAN,VC-11 Gulfstream 2,LandPlane,Jet,2,M
G44,GRUMMAN,Widgeon,Amphibian,Piston,2,L
WCAT,GRUMMAN,Wildcat,LandPlane,Piston,1,L
AA1,GRUMMAN AMERICAN,AA-1 Lynx,LandPlane,Piston,1,L
AA1,GRUMMAN AMERICAN,AA-1 T-Cat,LandPlane,Piston,1,L
AA1,GRUMMAN AMERICAN,AA-1 Tr2,LandPlane,Piston,1,L
AA1,GRUMMAN AMERICAN,AA-1 Trainer,LandPlane,Piston,1,L
AA5,GRUMMAN AMERICAN,AA-5 Cheetah,LandPlane,Piston,1,L
AA5,GRUMMAN AMERICAN,AA-5 Tiger,LandPlane,Piston,1,L
AA5,GRUMMAN AMERICAN,AA-5 Traveler,LandPlane,Piston,1,L
G164,GRUMMAN AMERICAN,Ag-Cat,LandPlane,Piston,1,L
AA5,GRUMMAN AMERICAN,Cheetah,LandPlane,Piston,1,L
GA7,GRUMMAN AMERICAN,Cougar,LandPlane,Piston,2,L
G164,GRUMMAN AMERICAN,G-164 Ag-Cat,LandPlane,Piston,1,L
G164,GRUMMAN AMERICAN,G-164 Super Ag-Cat,LandPlane,Piston,1,L
G64T,GRUMMAN AMERICAN,G-164 Turbo Ag-Cat,LandPlane,Turboprop/Turboshaft,1,L
GLF2,GRUMMAN AMERICAN,G-1159 Gulfstream 2,LandPlane,Jet,2,M
GLF2,GRUMMAN AMERICAN,G-1159 Gulfstream 2SP,LandPlane,Jet,2,M
GLF2,GRUMMAN AMERICAN,G-1159B Gulfstream 2B,LandPlane,Jet,2,M
GLF2,GRUMMAN AMERICAN,G-1159TT Gulfstream 2TT,LandPlane,Jet,2,M
GA7,GRUMMAN AMERICAN,GA-7 Cougar,LandPlane,Piston,2,L
GLF2,GRUMMAN AMERICAN,Gulfstream 2,LandPlane,Jet,2,M
GLF2,GRUMMAN AMERICAN,Gulfstream 2B,LandPlane,Jet,2,M
GLF2,GRUMMAN AMERICAN,Gulfstream 2SP,LandPlane,Jet,2,M
GLF2,GRUMMAN AMERICAN,Gulfstream 2TT,LandPlane,Jet,2,M
AA1,GRUMMAN AMERICAN,Lynx,LandPlane,Piston,1,L
G164,GRUMMAN AMERICAN,Super Ag-Cat,LandPlane,Piston,1,L
AA1,GRUMMAN AMERICAN,T-Cat,LandPlane,Piston,1,L
AA5,GRUMMAN AMERICAN,Tiger,LandPlane,Piston,1,L
AA1,GRUMMAN AMERICAN,Tr2,LandPlane,Piston,1,L
AA1,GRUMMAN AMERICAN,Trainer,LandPlane,Piston,1,L
AA5,GRUMMAN AMERICAN,Traveler,LandPlane,Piston,1,L
G64T,GRUMMAN AMERICAN,Turbo Ag-Cat,LandPlane,Turboprop/Turboshaft,1,L
MD3R,GRYF,MD-3 Rider,LandPlane,Piston,1,L
MD3R,GRYF,MD-3 SportRider,LandPlane,Piston,1,L
MD3R,GRYF,Rider,LandPlane,Piston,1,L
MD3R,GRYF,SportRider,LandPlane,Piston,1,L
P27,GRYF,P-27 Skyster,LandPlane,Piston,1,L
P27,GRYF,Skyster,LandPlane,Piston,1,L
G1,GUERIN,G-1,LandPlane,Piston,1,L
G2CA,GUIMBAL,Cabri,Helicopter,Piston,1,L
G2CA,GUIMBAL,G-2 Cabri,Helicopter,Piston,1,L
MG19,GUIZHOU,F-6,LandPlane,Jet,2,M
MG21,GUIZHOU,FT-7,LandPlane,Jet,1,M
JL9,GUIZHOU,FTC-2000 Shanying,LandPlane,Jet,1,M
MG19,GUIZHOU,J-6,LandPlane,Jet,2,M
MG21,GUIZHOU,JJ-7,LandPlane,Jet,1,M
JL9,GUIZHOU,JL-9 Shanying,LandPlane,Jet,1,M
JL9,GUIZHOU,Shanying,LandPlane,Jet,1,M
AC90,GULFSTREAM AEROSPACE,690 Jetprop Commander 840,LandPlane,Turboprop/Turboshaft,2,L
AC90,GULFSTREAM AEROSPACE,690 Jetprop Commander 900,LandPlane,Turboprop/Turboshaft,2,L
AC95,GULFSTREAM AEROSPACE,695 Jetprop Commander 980,LandPlane,Turboprop/Turboshaft,2,L
AC95,GULFSTREAM AEROSPACE,695 Jetprop Commander 1000,LandPlane,Turboprop/Turboshaft,2,L
GLF3,GULFSTREAM AEROSPACE,C-20A Gulfstream 3,LandPlane,Jet,2,M
GLF3,GULFSTREAM AEROSPACE,C-20B Gulfstream 3,LandPlane,Jet,2,M
GLF3,GULFSTREAM AEROSPACE,C-20C Gulfstream 3,LandPlane,Jet,2,M
GLF3,GULFSTREAM AEROSPACE,C-20D Gulfstream 3,LandPlane,Jet,2,M
GLF3,GULFSTREAM AEROSPACE,C-20E Gulfstream 3,LandPlane,Jet,2,M
GLF4,GULFSTREAM AEROSPACE,C-20F Gulfstream 4,LandPlane,Jet,2,M
GLF4,GULFSTREAM AEROSPACE,C-20G Gulfstream 4,LandPlane,Jet,2,M
GLF4,GULFSTREAM AEROSPACE,C-20H Gulfstream 4,LandPlane,Jet,2,M
GLF5,GULFSTREAM AEROSPACE,C-37 Gulfstream 5,LandPlane,Jet,2,M
GLF4,GULFSTREAM AEROSPACE,G-4 Gulfstream 4,LandPlane,Jet,2,M
GLF4,GULFSTREAM AEROSPACE,G-4 Gulfstream 4SP,LandPlane,Jet,2,M
GLF4,GULFSTREAM AEROSPACE,G-4 Gulfstream G300,LandPlane,Jet,2,M
GLF4,GULFSTREAM AEROSPACE,G-4 Gulfstream G350,LandPlane,Jet,2,M
GLF4,GULFSTREAM AEROSPACE,G-4 Gulfstream G400,LandPlane,Jet,2,M
GLF4,GULFSTREAM AEROSPACE,G-4 Gulfstream SRA-4,LandPlane,Jet,2,M
GLF4,GULFSTREAM AEROSPACE,G-4X Gulfstream G450,LandPlane,Jet,2,M
GLF5,GULFSTREAM AEROSPACE,G-5 Gulfstream 5,LandPlane,Jet,2,M
GLF5,GULFSTREAM AEROSPACE,G-5SP Gulfstream 5SP,LandPlane,Jet,2,M
GLF5,GULFSTREAM AEROSPACE,G-5SP Gulfstream G500,LandPlane,Jet,2,M
GLF5,GULFSTREAM AEROSPACE,G-5SP Gulfstream G550,LandPlane,Jet,2,M
GLF3,GULFSTREAM AEROSPACE,G-1159A Gulfstream 3,LandPlane,Jet,2,M
GLF3,GULFSTREAM AEROSPACE,G-1159A Gulfstream SRA-1,LandPlane,Jet,2,M
GLF5,GULFSTREAM AEROSPACE,Shavit,LandPlane,Jet,2,M
GLF5,GULFSTREAM AEROSPACE,G-5 Shavit,LandPlane,Jet,2,M
GLF3,GULFSTREAM AEROSPACE,Gulfstream 3,LandPlane,Jet,2,M
GLF4,GULFSTREAM AEROSPACE,Gulfstream 4,LandPlane,Jet,2,M
GLF4,GULFSTREAM AEROSPACE,Gulfstream 4SP,LandPlane,Jet,2,M
GLF5,GULFSTREAM AEROSPACE,Gulfstream 5,LandPlane,Jet,2,M
GLF5,GULFSTREAM AEROSPACE,Gulfstream 5SP,LandPlane,Jet,2,M
GLF4,GULFSTREAM AEROSPACE,Gulfstream G300,LandPlane,Jet,2,M
GLF4,GULFSTREAM AEROSPACE,Gulfstream G350,LandPlane,Jet,2,M
GLF4,GULFSTREAM AEROSPACE,Gulfstream G450,LandPlane,Jet,2,M
GLF5,GULFSTREAM AEROSPACE,Gulfstream G550,LandPlane,Jet,2,M
GLF3,GULFSTREAM AEROSPACE,Gulfstream SRA-1,LandPlane,Jet,2,M
GLF4,GULFSTREAM AEROSPACE,Gulfstream SRA-4,LandPlane,Jet,2,M
AC90,GULFSTREAM AEROSPACE,Jetprop Commander 840,LandPlane,Turboprop/Turboshaft,2,L
AC90,GULFSTREAM AEROSPACE,Jetprop Commander 900,LandPlane,Turboprop/Turboshaft,2,L
